State,Year,Quarter,district,registeredUsers
arunachal-pradesh,2019,4,upper siang ,1804
arunachal-pradesh,2019,4,kurung kumey ,653
arunachal-pradesh,2019,4,siang ,1131
arunachal-pradesh,2019,4,kra daadi ,603
arunachal-pradesh,2019,4,changlang ,9662
arunachal-pradesh,2019,4,pakke kessang ,296
arunachal-pradesh,2019,4,east siang ,9859
arunachal-pradesh,2019,4,upper subansiri ,3144
arunachal-pradesh,2019,4,tawang ,7303
arunachal-pradesh,2019,4,namsai ,5190
arunachal-pradesh,2020,1,lower subansiri ,4351
arunachal-pradesh,2020,1,tirap ,4261
arunachal-pradesh,2020,1,papum pare ,51342
arunachal-pradesh,2020,1,anjaw ,1747
arunachal-pradesh,2020,1,lower siang ,2201
arunachal-pradesh,2020,1,dibang valley ,320
arunachal-pradesh,2020,1,west kameng ,13983
arunachal-pradesh,2020,1,shi yomi ,290
arunachal-pradesh,2020,1,east kameng ,1962
arunachal-pradesh,2020,1,lohit ,8454
arunachal-pradesh,2020,1,lepa rada ,1532
arunachal-pradesh,2020,1,lower dibang valley ,4650
arunachal-pradesh,2020,1,longding ,2201
arunachal-pradesh,2020,1,west siang ,5757
arunachal-pradesh,2020,1,kamle ,373
arunachal-pradesh,2020,1,upper siang ,2143
arunachal-pradesh,2020,1,kurung kumey ,725
arunachal-pradesh,2020,1,siang ,1390
arunachal-pradesh,2020,1,kra daadi ,701
arunachal-pradesh,2020,1,changlang ,11262
arunachal-pradesh,2020,1,pakke kessang ,371
arunachal-pradesh,2020,1,east siang ,11298
arunachal-pradesh,2020,1,upper subansiri ,3675
arunachal-pradesh,2020,1,tawang ,8048
arunachal-pradesh,2020,1,namsai ,6029
arunachal-pradesh,2020,2,lower subansiri ,5392
arunachal-pradesh,2020,2,tirap ,5239
arunachal-pradesh,2020,2,papum pare ,59968
arunachal-pradesh,2020,2,anjaw ,1961
arunachal-pradesh,2020,2,lower siang ,2644
arunachal-pradesh,2020,2,dibang valley ,367
arunachal-pradesh,2020,2,west kameng ,15766
arunachal-pradesh,2020,2,shi yomi ,320
arunachal-pradesh,2020,2,east kameng ,2506
arunachal-pradesh,2020,2,lohit ,10154
arunachal-pradesh,2020,2,lepa rada ,1890
arunachal-pradesh,2020,2,lower dibang valley ,5782
arunachal-pradesh,2020,2,longding ,2751
arunachal-pradesh,2020,2,west siang ,7239
arunachal-pradesh,2020,2,kamle ,509
arunachal-pradesh,2020,2,upper siang ,2552
arunachal-pradesh,2020,2,kurung kumey ,834
arunachal-pradesh,2020,2,siang ,1831
arunachal-pradesh,2020,2,kra daadi ,870
arunachal-pradesh,2020,2,changlang ,14036
arunachal-pradesh,2020,2,pakke kessang ,438
arunachal-pradesh,2020,2,east siang ,13601
arunachal-pradesh,2020,2,upper subansiri ,4465
arunachal-pradesh,2020,2,tawang ,8993
arunachal-pradesh,2020,2,namsai ,7426
arunachal-pradesh,2020,3,lower subansiri ,6456
arunachal-pradesh,2020,3,tirap ,6119
arunachal-pradesh,2020,3,papum pare ,69419
arunachal-pradesh,2020,3,anjaw ,2226
arunachal-pradesh,2020,3,lower siang ,2983
arunachal-pradesh,2020,3,dibang valley ,411
arunachal-pradesh,2020,3,west kameng ,17636
arunachal-pradesh,2020,3,shi yomi ,337
arunachal-pradesh,2020,3,east kameng ,3169
arunachal-pradesh,2020,3,lohit ,11755
arunachal-pradesh,2020,3,lepa rada ,2304
arunachal-pradesh,2020,3,lower dibang valley ,6799
arunachal-pradesh,2020,3,longding ,3277
arunachal-pradesh,2020,3,west siang ,8623
arunachal-pradesh,2020,3,kamle ,639
arunachal-pradesh,2020,3,upper siang ,3011
arunachal-pradesh,2020,3,kurung kumey ,1025
arunachal-pradesh,2020,3,siang ,2225
arunachal-pradesh,2020,3,kra daadi ,1026
arunachal-pradesh,2020,3,changlang ,16385
arunachal-pradesh,2020,3,pakke kessang ,508
arunachal-pradesh,2020,3,east siang ,15921
arunachal-pradesh,2020,3,upper subansiri ,5295
arunachal-pradesh,2020,3,tawang ,9944
arunachal-pradesh,2020,3,namsai ,8553
arunachal-pradesh,2020,4,lower subansiri ,7388
arunachal-pradesh,2020,4,tirap ,6805
arunachal-pradesh,2020,4,papum pare ,77936
arunachal-pradesh,2020,4,anjaw ,2485
arunachal-pradesh,2020,4,lower siang ,3320
arunachal-pradesh,2020,4,dibang valley ,444
arunachal-pradesh,2020,4,west kameng ,19464
arunachal-pradesh,2020,4,shi yomi ,370
arunachal-pradesh,2020,4,east kameng ,3638
arunachal-pradesh,2020,4,lohit ,13126
arunachal-pradesh,2020,4,lepa rada ,2735
arunachal-pradesh,2020,4,lower dibang valley ,7693
arunachal-pradesh,2020,4,longding ,3753
arunachal-pradesh,2020,4,west siang ,9911
arunachal-pradesh,2020,4,kamle ,745
arunachal-pradesh,2020,4,upper siang ,3497
arunachal-pradesh,2020,4,kurung kumey ,1173
arunachal-pradesh,2020,4,siang ,2635
arunachal-pradesh,2020,4,kra daadi ,1141
arunachal-pradesh,2020,4,changlang ,18203
arunachal-pradesh,2020,4,pakke kessang ,593
arunachal-pradesh,2020,4,east siang ,17822
arunachal-pradesh,2020,4,upper subansiri ,6069
arunachal-pradesh,2020,4,tawang ,10909
arunachal-pradesh,2020,4,namsai ,9437
arunachal-pradesh,2021,1,lower subansiri ,8044
arunachal-pradesh,2021,1,tirap ,7376
arunachal-pradesh,2021,1,papum pare ,84715
arunachal-pradesh,2021,1,anjaw ,2660
arunachal-pradesh,2021,1,lower siang ,3594
arunachal-pradesh,2021,1,dibang valley ,478
arunachal-pradesh,2021,1,west kameng ,21027
arunachal-pradesh,2021,1,shi yomi ,390
arunachal-pradesh,2021,1,east kameng ,3990
arunachal-pradesh,2021,1,lohit ,14231
arunachal-pradesh,2021,1,lepa rada ,3008
arunachal-pradesh,2021,1,lower dibang valley ,8402
arunachal-pradesh,2021,1,longding ,4117
arunachal-pradesh,2021,1,west siang ,10836
arunachal-pradesh,2021,1,kamle ,814
arunachal-pradesh,2021,1,upper siang ,3847
arunachal-pradesh,2021,1,kurung kumey ,1287
arunachal-pradesh,2021,1,siang ,2878
arunachal-pradesh,2021,1,kra daadi ,1244
arunachal-pradesh,2021,1,changlang ,19716
arunachal-pradesh,2021,1,pakke kessang ,647
arunachal-pradesh,2021,1,east siang ,19342
arunachal-pradesh,2021,1,upper subansiri ,6577
arunachal-pradesh,2021,1,tawang ,11778
arunachal-pradesh,2021,1,namsai ,10242
arunachal-pradesh,2021,2,lower subansiri ,8685
arunachal-pradesh,2021,2,tirap ,7955
arunachal-pradesh,2021,2,papum pare ,90871
arunachal-pradesh,2021,2,anjaw ,2866
arunachal-pradesh,2021,2,lower siang ,3872
arunachal-pradesh,2021,2,dibang valley ,516
arunachal-pradesh,2021,2,west kameng ,22625
arunachal-pradesh,2021,2,shi yomi ,430
arunachal-pradesh,2021,2,east kameng ,4314
arunachal-pradesh,2021,2,lohit ,15360
arunachal-pradesh,2021,2,lepa rada ,3249
arunachal-pradesh,2021,2,lower dibang valley ,9094
arunachal-pradesh,2021,2,longding ,4456
arunachal-pradesh,2021,2,west siang ,11657
arunachal-pradesh,2021,2,kamle ,883
arunachal-pradesh,2021,2,upper siang ,4145
arunachal-pradesh,2021,2,kurung kumey ,1398
arunachal-pradesh,2021,2,siang ,3116
arunachal-pradesh,2021,2,kra daadi ,1353
arunachal-pradesh,2021,2,changlang ,21404
arunachal-pradesh,2021,2,pakke kessang ,702
arunachal-pradesh,2021,2,east siang ,20817
arunachal-pradesh,2021,2,upper subansiri ,7057
arunachal-pradesh,2021,2,tawang ,12636
arunachal-pradesh,2021,2,namsai ,11111
arunachal-pradesh,2021,3,lower subansiri ,9451
arunachal-pradesh,2021,3,tirap ,8665
arunachal-pradesh,2021,3,papum pare ,97854
arunachal-pradesh,2021,3,anjaw ,3099
arunachal-pradesh,2021,3,lower siang ,4229
arunachal-pradesh,2021,3,dibang valley ,571
arunachal-pradesh,2021,3,west kameng ,24489
arunachal-pradesh,2021,3,shi yomi ,473
arunachal-pradesh,2021,3,east kameng ,4671
arunachal-pradesh,2021,3,lohit ,16680
arunachal-pradesh,2021,3,lepa rada ,3527
arunachal-pradesh,2021,3,lower dibang valley ,9920
arunachal-pradesh,2021,3,longding ,4890
arunachal-pradesh,2021,3,west siang ,12616
arunachal-pradesh,2021,3,kamle ,974
arunachal-pradesh,2021,3,upper siang ,4506
arunachal-pradesh,2021,3,kurung kumey ,1509
arunachal-pradesh,2021,3,siang ,3396
arunachal-pradesh,2021,3,kra daadi ,1475
arunachal-pradesh,2021,3,changlang ,23328
arunachal-pradesh,2021,3,pakke kessang ,770
arunachal-pradesh,2021,3,east siang ,22538
arunachal-pradesh,2021,3,upper subansiri ,7652
arunachal-pradesh,2021,3,tawang ,13650
arunachal-pradesh,2021,3,namsai ,12140
arunachal-pradesh,2021,4,lower subansiri ,10187
arunachal-pradesh,2021,4,tirap ,9331
arunachal-pradesh,2021,4,papum pare ,104806
arunachal-pradesh,2021,4,anjaw ,3342
arunachal-pradesh,2021,4,lower siang ,4550
arunachal-pradesh,2021,4,dibang valley ,621
arunachal-pradesh,2021,4,west kameng ,26237
arunachal-pradesh,2021,4,shi yomi ,498
arunachal-pradesh,2021,4,east kameng ,5027
arunachal-pradesh,2021,4,lohit ,17980
arunachal-pradesh,2021,4,lepa rada ,3810
arunachal-pradesh,2021,4,lower dibang valley ,10679
arunachal-pradesh,2021,4,longding ,5345
arunachal-pradesh,2021,4,west siang ,13555
arunachal-pradesh,2021,4,kamle ,1069
arunachal-pradesh,2021,4,upper siang ,4850
arunachal-pradesh,2021,4,kurung kumey ,1633
arunachal-pradesh,2021,4,siang ,3675
arunachal-pradesh,2021,4,kra daadi ,1593
arunachal-pradesh,2021,4,changlang ,25155
arunachal-pradesh,2021,4,pakke kessang ,835
arunachal-pradesh,2021,4,east siang ,24208
arunachal-pradesh,2021,4,upper subansiri ,8201
arunachal-pradesh,2021,4,tawang ,14665
arunachal-pradesh,2021,4,namsai ,13092
arunachal-pradesh,2022,1,lower subansiri ,10854
arunachal-pradesh,2022,1,tirap ,9972
arunachal-pradesh,2022,1,papum pare ,111271
arunachal-pradesh,2022,1,anjaw ,3560
arunachal-pradesh,2022,1,lower siang ,4882
arunachal-pradesh,2022,1,dibang valley ,656
arunachal-pradesh,2022,1,west kameng ,27860
arunachal-pradesh,2022,1,shi yomi ,540
arunachal-pradesh,2022,1,east kameng ,5355
arunachal-pradesh,2022,1,lohit ,19214
arunachal-pradesh,2022,1,lepa rada ,4049
arunachal-pradesh,2022,1,lower dibang valley ,11401
arunachal-pradesh,2022,1,longding ,5700
arunachal-pradesh,2022,1,west siang ,14420
arunachal-pradesh,2022,1,kamle ,1144
arunachal-pradesh,2022,1,upper siang ,5146
arunachal-pradesh,2022,1,kurung kumey ,1744
arunachal-pradesh,2022,1,siang ,3942
arunachal-pradesh,2022,1,kra daadi ,1701
arunachal-pradesh,2022,1,changlang ,26904
arunachal-pradesh,2022,1,pakke kessang ,887
arunachal-pradesh,2022,1,east siang ,25763
arunachal-pradesh,2022,1,upper subansiri ,8731
arunachal-pradesh,2022,1,tawang ,15589
arunachal-pradesh,2022,1,namsai ,14054
arunachal-pradesh,2022,2,lower subansiri ,11479
arunachal-pradesh,2022,2,tirap ,10538
arunachal-pradesh,2022,2,papum pare ,117568
arunachal-pradesh,2022,2,anjaw ,3769
arunachal-pradesh,2022,2,lower siang ,5161
arunachal-pradesh,2022,2,dibang valley ,701
arunachal-pradesh,2022,2,west kameng ,29424
arunachal-pradesh,2022,2,shi yomi ,575
arunachal-pradesh,2022,2,east kameng ,5680
arunachal-pradesh,2022,2,lohit ,20325
arunachal-pradesh,2022,2,lepa rada ,4265
arunachal-pradesh,2022,2,lower dibang valley ,12040
arunachal-pradesh,2022,2,longding ,6034
arunachal-pradesh,2022,2,west siang ,15231
arunachal-pradesh,2022,2,kamle ,1210
arunachal-pradesh,2022,2,upper siang ,5440
arunachal-pradesh,2022,2,kurung kumey ,1854
arunachal-pradesh,2022,2,siang ,4160
arunachal-pradesh,2022,2,kra daadi ,1797
arunachal-pradesh,2022,2,changlang ,28495
arunachal-pradesh,2022,2,pakke kessang ,945
arunachal-pradesh,2022,2,east siang ,27240
arunachal-pradesh,2022,2,upper subansiri ,9235
arunachal-pradesh,2022,2,tawang ,16475
arunachal-pradesh,2022,2,namsai ,14887
arunachal-pradesh,2022,3,lower subansiri ,12085
arunachal-pradesh,2022,3,tirap ,11115
arunachal-pradesh,2022,3,papum pare ,124095
arunachal-pradesh,2022,3,anjaw ,3966
arunachal-pradesh,2022,3,lower siang ,5436
arunachal-pradesh,2022,3,dibang valley ,740
arunachal-pradesh,2022,3,west kameng ,30964
arunachal-pradesh,2022,3,shi yomi ,598
arunachal-pradesh,2022,3,east kameng ,5997
arunachal-pradesh,2022,3,lohit ,21385
arunachal-pradesh,2022,3,lepa rada ,4510
arunachal-pradesh,2022,3,lower dibang valley ,12668
arunachal-pradesh,2022,3,longding ,6321
arunachal-pradesh,2022,3,west siang ,16063
arunachal-pradesh,2022,3,kamle ,1262
arunachal-pradesh,2022,3,upper siang ,5690
arunachal-pradesh,2022,3,kurung kumey ,1936
arunachal-pradesh,2022,3,siang ,4369
arunachal-pradesh,2022,3,kra daadi ,1893
arunachal-pradesh,2022,3,changlang ,29965
arunachal-pradesh,2022,3,pakke kessang ,980
arunachal-pradesh,2022,3,east siang ,28698
arunachal-pradesh,2022,3,upper subansiri ,9713
arunachal-pradesh,2022,3,tawang ,17281
arunachal-pradesh,2022,3,namsai ,15642
arunachal-pradesh,2022,4,lower subansiri ,12630
arunachal-pradesh,2022,4,tirap ,11584
arunachal-pradesh,2022,4,papum pare ,130306
arunachal-pradesh,2022,4,anjaw ,4105
arunachal-pradesh,2022,4,lower siang ,5633
arunachal-pradesh,2022,4,dibang valley ,752
arunachal-pradesh,2022,4,west kameng ,32237
arunachal-pradesh,2022,4,shi yomi ,615
arunachal-pradesh,2022,4,east kameng ,6307
arunachal-pradesh,2022,4,lohit ,22359
arunachal-pradesh,2022,4,lepa rada ,4730
arunachal-pradesh,2022,4,lower dibang valley ,13188
arunachal-pradesh,2022,4,longding ,6590
arunachal-pradesh,2022,4,west siang ,16816
arunachal-pradesh,2022,4,kamle ,1301
arunachal-pradesh,2022,4,upper siang ,5930
arunachal-pradesh,2022,4,kurung kumey ,2008
arunachal-pradesh,2022,4,siang ,4500
arunachal-pradesh,2022,4,kra daadi ,1960
arunachal-pradesh,2022,4,changlang ,31196
arunachal-pradesh,2022,4,pakke kessang ,1013
arunachal-pradesh,2022,4,east siang ,30033
arunachal-pradesh,2022,4,upper subansiri ,10189
arunachal-pradesh,2022,4,tawang ,18003
arunachal-pradesh,2022,4,namsai ,16322
arunachal-pradesh,2023,1,lower subansiri ,13220
arunachal-pradesh,2023,1,tirap ,12127
arunachal-pradesh,2023,1,papum pare ,136357
arunachal-pradesh,2023,1,anjaw ,4310
arunachal-pradesh,2023,1,lower siang ,5917
arunachal-pradesh,2023,1,dibang valley ,789
arunachal-pradesh,2023,1,west kameng ,33625
arunachal-pradesh,2023,1,shi yomi ,631
arunachal-pradesh,2023,1,east kameng ,6598
arunachal-pradesh,2023,1,lohit ,23429
arunachal-pradesh,2023,1,lepa rada ,4938
arunachal-pradesh,2023,1,lower dibang valley ,13811
arunachal-pradesh,2023,1,longding ,6882
arunachal-pradesh,2023,1,west siang ,17590
arunachal-pradesh,2023,1,kamle ,1367
arunachal-pradesh,2023,1,upper siang ,6196
arunachal-pradesh,2023,1,kurung kumey ,2091
arunachal-pradesh,2023,1,siang ,4696
arunachal-pradesh,2023,1,kra daadi ,2051
arunachal-pradesh,2023,1,changlang ,32646
arunachal-pradesh,2023,1,pakke kessang ,1057
arunachal-pradesh,2023,1,east siang ,31416
arunachal-pradesh,2023,1,upper subansiri ,10648
arunachal-pradesh,2023,1,tawang ,18817
arunachal-pradesh,2023,1,namsai ,17064
arunachal-pradesh,2023,2,lower subansiri ,13816
arunachal-pradesh,2023,2,tirap ,12712
arunachal-pradesh,2023,2,papum pare ,141879
arunachal-pradesh,2023,2,anjaw ,4513
arunachal-pradesh,2023,2,lower siang ,6218
arunachal-pradesh,2023,2,dibang valley ,829
arunachal-pradesh,2023,2,west kameng ,35075
arunachal-pradesh,2023,2,shi yomi ,667
arunachal-pradesh,2023,2,east kameng ,6885
arunachal-pradesh,2023,2,lohit ,24522
arunachal-pradesh,2023,2,lepa rada ,5175
arunachal-pradesh,2023,2,lower dibang valley ,14441
arunachal-pradesh,2023,2,longding ,7228
arunachal-pradesh,2023,2,west siang ,18396
arunachal-pradesh,2023,2,kamle ,1434
arunachal-pradesh,2023,2,upper siang ,6473
arunachal-pradesh,2023,2,kurung kumey ,2177
arunachal-pradesh,2023,2,siang ,4928
arunachal-pradesh,2023,2,kra daadi ,2152
arunachal-pradesh,2023,2,changlang ,34286
arunachal-pradesh,2023,2,pakke kessang ,1107
arunachal-pradesh,2023,2,east siang ,32826
arunachal-pradesh,2023,2,upper subansiri ,11120
arunachal-pradesh,2023,2,tawang ,19674
arunachal-pradesh,2023,2,namsai ,17877
arunachal-pradesh,2023,3,lower subansiri ,14442
arunachal-pradesh,2023,3,tirap ,13297
arunachal-pradesh,2023,3,papum pare ,147681
arunachal-pradesh,2023,3,anjaw ,4694
arunachal-pradesh,2023,3,lower siang ,6527
arunachal-pradesh,2023,3,dibang valley ,863
arunachal-pradesh,2023,3,west kameng ,36577
arunachal-pradesh,2023,3,shi yomi ,688
arunachal-pradesh,2023,3,east kameng ,7180
arunachal-pradesh,2023,3,lohit ,25647
arunachal-pradesh,2023,3,lepa rada ,5394
arunachal-pradesh,2023,3,lower dibang valley ,15073
arunachal-pradesh,2023,3,longding ,7572
arunachal-pradesh,2023,3,west siang ,19174
arunachal-pradesh,2023,3,kamle ,1488
arunachal-pradesh,2023,3,upper siang ,6737
arunachal-pradesh,2023,3,kurung kumey ,2274
arunachal-pradesh,2023,3,siang ,5142
arunachal-pradesh,2023,3,kra daadi ,2238
arunachal-pradesh,2023,3,changlang ,35843
arunachal-pradesh,2023,3,pakke kessang ,1163
arunachal-pradesh,2023,3,east siang ,34293
arunachal-pradesh,2023,3,upper subansiri ,11597
arunachal-pradesh,2023,3,tawang ,20501
arunachal-pradesh,2023,3,namsai ,18704
assam,2018,1,tinsukia ,15998
assam,2018,1,lakhimpur ,8143
assam,2018,1,kamrup ,15241
assam,2018,1,kokrajhar ,6566
assam,2018,1,karbi anglong ,5694
assam,2018,1,sivasagar ,8292
assam,2018,1,dibrugarh ,21182
assam,2018,1,south salmara mancachar ,2420
assam,2018,1,nagaon ,19619
assam,2018,1,dhubri ,11421
assam,2018,1,golaghat ,10102
assam,2018,1,udalguri ,4768
assam,2018,1,majuli ,1274
assam,2018,1,sonitpur ,18986
assam,2018,1,hojai ,7571
assam,2018,1,marigaon ,7193
assam,2018,1,chirang ,3487
assam,2018,1,cachar ,19567
assam,2018,1,nalbari ,6874
assam,2018,1,west karbi anglong ,835
assam,2018,1,dhemaji ,6623
assam,2018,1,karimganj ,7367
assam,2018,1,bongaigaon ,9724
assam,2018,1,dima hasao ,2245
assam,2018,1,baksa ,6082
assam,2018,1,charaideo ,4366
assam,2018,1,darrang ,8050
assam,2018,1,kamrup metropolitan ,87336
assam,2018,1,hailakandi ,5700
assam,2018,1,barpeta ,20485
assam,2018,1,goalpara ,10420
assam,2018,1,biswanath ,5164
assam,2018,1,jorhat ,16442
assam,2018,2,tinsukia ,23900
assam,2018,2,lakhimpur ,12719
assam,2018,2,kamrup ,23595
assam,2018,2,kokrajhar ,9480
assam,2018,2,karbi anglong ,8725
assam,2018,2,sivasagar ,12596
assam,2018,2,dibrugarh ,30527
assam,2018,2,south salmara mancachar ,3557
assam,2018,2,nagaon ,29412
assam,2018,2,dhubri ,16701
assam,2018,2,golaghat ,15237
assam,2018,2,udalguri ,7691
assam,2018,2,majuli ,1927
assam,2018,2,sonitpur ,28409
assam,2018,2,hojai ,10903
assam,2018,2,marigaon ,11217
assam,2018,2,chirang ,5105
assam,2018,2,cachar ,29381
assam,2018,2,nalbari ,10898
assam,2018,2,west karbi anglong ,1406
assam,2018,2,dhemaji ,10157
assam,2018,2,karimganj ,11732
assam,2018,2,bongaigaon ,14065
assam,2018,2,dima hasao ,3404
assam,2018,2,baksa ,9739
assam,2018,2,charaideo ,6693
assam,2018,2,darrang ,11954
assam,2018,2,kamrup metropolitan ,124720
assam,2018,2,hailakandi ,8687
assam,2018,2,barpeta ,29882
assam,2018,2,goalpara ,14974
assam,2018,2,biswanath ,7970
assam,2018,2,jorhat ,23683
assam,2018,3,tinsukia ,32870
assam,2018,3,lakhimpur ,18337
assam,2018,3,kamrup ,33197
assam,2018,3,kokrajhar ,13164
assam,2018,3,karbi anglong ,12282
assam,2018,3,sivasagar ,17447
assam,2018,3,dibrugarh ,40711
assam,2018,3,south salmara mancachar ,4903
assam,2018,3,nagaon ,40687
assam,2018,3,dhubri ,22705
assam,2018,3,golaghat ,21729
assam,2018,3,udalguri ,11213
assam,2018,3,majuli ,2739
assam,2018,3,sonitpur ,38797
assam,2018,3,hojai ,14769
assam,2018,3,marigaon ,15934
assam,2018,3,chirang ,7234
assam,2018,3,cachar ,40888
assam,2018,3,nalbari ,15082
assam,2018,3,west karbi anglong ,2051
assam,2018,3,dhemaji ,14771
assam,2018,3,karimganj ,17088
assam,2018,3,bongaigaon ,18869
assam,2018,3,dima hasao ,4860
assam,2018,3,baksa ,14459
assam,2018,3,charaideo ,9516
assam,2018,3,darrang ,16774
assam,2018,3,kamrup metropolitan ,164101
assam,2018,3,hailakandi ,12471
assam,2018,3,barpeta ,41158
assam,2018,3,goalpara ,20290
assam,2018,3,biswanath ,11572
assam,2018,3,jorhat ,32134
assam,2018,4,tinsukia ,42624
assam,2018,4,lakhimpur ,25253
assam,2018,4,kamrup ,44868
assam,2018,4,kokrajhar ,17317
assam,2018,4,karbi anglong ,16359
assam,2018,4,sivasagar ,23195
assam,2018,4,dibrugarh ,52539
assam,2018,4,south salmara mancachar ,6809
assam,2018,4,nagaon ,54395
assam,2018,4,dhubri ,30132
assam,2018,4,golaghat ,28795
assam,2018,4,udalguri ,15637
assam,2018,4,majuli ,3882
assam,2018,4,sonitpur ,51420
assam,2018,4,hojai ,19400
assam,2018,4,marigaon ,21518
assam,2018,4,chirang ,9567
assam,2018,4,cachar ,53209
assam,2018,4,nalbari ,20512
assam,2018,4,west karbi anglong ,2925
assam,2018,4,dhemaji ,19530
assam,2018,4,karimganj ,23348
assam,2018,4,bongaigaon ,24766
assam,2018,4,dima hasao ,6483
assam,2018,4,baksa ,20047
assam,2018,4,charaideo ,12563
assam,2018,4,darrang ,22235
assam,2018,4,kamrup metropolitan ,214212
assam,2018,4,hailakandi ,16753
assam,2018,4,barpeta ,55068
assam,2018,4,goalpara ,27280
assam,2018,4,biswanath ,15480
assam,2018,4,jorhat ,41100
